식별자,스타일,서브스타일,상의_색상,상의_카테고리,상의_소매기장,상의_소재,상의_프린트,상의_넥라인,상의_핏,하의_기장,하의_색상,하의_카테고리,하의_소재,하의_핏
589237,클래식,모던,화이트,셔츠,긴팔,우븐,무지,,오버사이즈,발목,베이지,팬츠,우븐,노멀
589357,클래식,페미닌,베이지,셔츠,긴팔,우븐,무지,,루즈,미디,블랙,스커트,우븐,루즈
590184,클래식,모던,블랙,니트웨어,긴팔,울/캐시미어,무지,,노멀,,블랙,팬츠,데님,스키니
59503,클래식,매니시,,니트웨어,,울/캐시미어,,브이넥,루즈,맥시,브라운,팬츠,울/캐시미어,와이드
597694,클래식,,실버,블라우스,긴팔,저지,,,노멀,발목,블랙,팬츠,우븐,스키니
600523,클래식,스트리트,와인,니트웨어,긴팔,니트,무지,,루즈,,베이지,,,
600560,클래식,스트리트,핑크,니트웨어,긴팔,니트,무지,터틀넥,타이트,발목,블루,청바지,데님,스키니
600573,클래식,매니시,카키,니트웨어,긴팔,니트,무지,터틀넥,오버사이즈,발목,블랙,팬츠,우븐,벨보텀
603418,클래식,페미닌,브라운,티셔츠,긴팔,저지,,라운드넥,,발목,블랙,팬츠,우븐,노멀
604810,클래식,모던,그레이,탑,민소매,트위드,무지,유넥,루즈,,화이트,,,
606093,클래식,젠더리스,오렌지,티셔츠,7부소매,저지,무지,터틀넥,타이트,,블랙,,,
609009,클래식,모던,브라운,니트웨어,긴팔,니트,무지,라운드넥,노멀,미디,블랙,스커트,우븐,노멀
61103,클래식,,브라운,니트웨어,긴팔,울/캐시미어,,,루즈,맥시,그레이,팬츠,울/캐시미어,루즈
611085,클래식,,베이지,니트웨어,긴팔,니트,무지,브이넥,노멀,미디,블랙,스커트,우븐,와이드
613861,클래식,,베이지,니트웨어,반팔,니트,,라운드넥,노멀,,핑크,,,
61421,클래식,스트리트,퍼플,셔츠,7부소매,우븐,무지,,루즈,발목,스카이블루,청바지,데님,노멀
616051,클래식,모던,블랙,니트웨어,긴팔,니트,,라운드넥,노멀,미니,,스커트,니트,노멀
618378,클래식,페미닌,화이트,블라우스,긴팔,우븐,믹스,,노멀,미니,실버,스커트,우븐,노멀
618838,클래식,,베이지,니트웨어,긴팔,니트,,브이넥,오버사이즈,발목,,팬츠,우븐,루즈
619254,클래식,,퍼플,셔츠,긴팔,"우븐, 레이스",무지,,오버사이즈,,,청바지,데님,스키니
619388,클래식,,브라운,니트웨어,긴팔,울/캐시미어,무지,라운드넥,루즈,미디,,스커트,우븐,노멀
626695,클래식,,카키,블라우스,긴팔,우븐,,,노멀,발목,카키,팬츠,우븐,와이드
63401,클래식,리조트,화이트,셔츠,긴팔,우븐,무지,,루즈,맥시,베이지,팬츠,우븐,와이드
643408,클래식,프레피,그레이,셔츠,긴팔,트위드,체크,,루즈,미니,그레이,스커트,트위드,루즈
645457,클래식,,핑크,블라우스,긴팔,우븐,무지,,노멀,미디,와인,스커트,니트,노멀
645558,클래식,,네이비,니트웨어,긴팔,니트,무지,터틀넥,타이트,미디,블랙,팬츠,우븐,와이드
646512,클래식,소피스트케이티드,베이지,셔츠,반팔,린넨,무지,,노멀,발목,베이지,팬츠,린넨,와이드
64917,클래식,모던,화이트,셔츠,7부소매,우븐,무지,,노멀,,베이지,,,
649596,클래식,스트리트,화이트,블라우스,긴팔,우븐,무지,브이넥,루즈,,,청바지,데님,
650006,클래식,페미닌,베이지,티셔츠,긴팔,저지,무지,유넥,타이트,발목,실버,스커트,우븐,노멀
655278,클래식,페미닌,핑크,블라우스,긴팔,시폰,무지,,노멀,발목,와인,팬츠,우븐,와이드
66298,클래식,모던,브라운,블라우스,긴팔,우븐,체크,,노멀,발목,블루,청바지,데님,스키니
667329,클래식,모던,,셔츠,,우븐,무지,,노멀,발목,,팬츠,우븐,와이드
687457,클래식,페미닌,브라운,브라탑,긴팔,벨벳,무지,보트넥,노멀,미니,실버,스커트,우븐,노멀
68824,클래식,모던,화이트,셔츠,7부소매,우븐,무지,,루즈,발목,블랙,팬츠,울/캐시미어,노멀
70194,클래식,스트리트,브라운,셔츠,7부소매,우븐,체크,,오버사이즈,발목,블랙,청바지,데님,루즈
704210,클래식,스트리트,브라운,니트웨어,긴팔,니트,무지,브이넥,노멀,발목,화이트,팬츠,우븐,스키니
712389,클래식,페미닌,베이지,,긴팔,울/캐시미어,무지,유넥,루즈,미니,베이지,스커트,울/캐시미어,와이드
716908,클래식,페미닌,베이지,블라우스,반팔,우븐,무지,브이넥,노멀,미니,베이지,스커트,우븐,노멀
723611,클래식,로맨틱,브라운,블라우스,긴팔,스웨이드,무지,,루즈,미니,그레이,스커트,트위드,노멀
736536,클래식,프레피,베이지,티셔츠,반팔,니트,무지,라운드넥,노멀,미니,브라운,스커트,우븐,노멀
741041,클래식,페미닌,화이트,블라우스,긴팔,우븐,무지,,노멀,미니,블랙,스커트,트위드,노멀
742373,클래식,스트리트,,티셔츠,,저지,무지,터틀넥,타이트,미니,스카이블루,스커트,울/캐시미어,스키니
742457,클래식,로맨틱,레드,블라우스,긴팔,벨벳,무지,터틀넥,노멀,니렝스,화이트,스커트,시폰,와이드
744069,클래식,,베이지,탑,긴팔,울/캐시미어,무지,,루즈,발목,블랙,팬츠,우븐,노멀
745338,클래식,,화이트,,긴팔,,,,,미니,네이비,스커트,트위드,노멀
747145,클래식,매니시,베이지,블라우스,7부소매,우븐,무지,,루즈,발목,블랙,팬츠,우븐,와이드
74857,클래식,리조트,화이트,셔츠,7부소매,린넨,무지,,루즈,,화이트,,,
754547,클래식,,블랙,티셔츠,긴팔,니트,무지,라운드넥,노멀,발목,베이지,팬츠,우븐,와이드
757054,클래식,페미닌,베이지,니트웨어,긴팔,울/캐시미어,무지,,루즈,,화이트,,,
764834,클래식,모던,화이트,티셔츠,긴팔,"저지, 우븐",무지,브이넥,타이트,발목,블랙,팬츠,우븐,루즈
771359,클래식,로맨틱,화이트,티셔츠,긴팔,저지,무지,,타이트,발목,핑크,팬츠,우븐,
774618,클래식,모던,오렌지,셔츠,긴팔,우븐,체크,,오버사이즈,발목,블랙,팬츠,우븐,벨보텀
774978,클래식,,화이트,니트웨어,긴팔,니트,,터틀넥,타이트,발목,블랙,팬츠,데님,스키니
775102,클래식,,그레이,니트웨어,긴팔,니트,체크,라운드넥,루즈,니렝스,그레이,스커트,니트,스키니
775124,클래식,,블랙,니트웨어,긴팔,니트,체크,라운드넥,루즈,발목,블랙,팬츠,우븐,벨보텀
775241,클래식,,핑크,니트웨어,긴팔,니트,무지,라운드넥,루즈,,블루,,,
775348,클래식,,카키,니트웨어,긴팔,니트,무지,라운드넥,노멀,발목,베이지,팬츠,우븐,노멀
776963,클래식,모던,화이트,니트웨어,긴팔,니트,무지,라운드넥,루즈,,브라운,,,
777464,클래식,페미닌,화이트,블라우스,긴팔,"우븐, 코듀로이",스트라이프,,오버사이즈,미니,그레이,스커트,울/캐시미어,루즈
777470,클래식,페미닌,화이트,블라우스,긴팔,"우븐, 코듀로이",스트라이프,,오버사이즈,미니,블랙,스커트,울/캐시미어,와이드
777569,클래식,페미닌,블랙,,긴팔,"울/캐시미어, 니트",무지,터틀넥,노멀,미디,그레이,스커트,니트,루즈
777619,클래식,모던,블랙,니트웨어,긴팔,"울/캐시미어, 니트",무지,터틀넥,노멀,미니,브라운,스커트,울/캐시미어,노멀
777662,클래식,페미닌,그레이,,긴팔,울/캐시미어,체크,라운드넥,오버사이즈,미디,,스커트,울/캐시미어,와이드
781597,클래식,스트리트,라벤더,블라우스,7부소매,린넨,무지,브이넥,노멀,발목,화이트,팬츠,데님,스키니
781753,클래식,,블랙,탑,민소매,니트,무지,유넥,타이트,미니,베이지,스커트,우븐,노멀
783738,클래식,젠더리스,스카이블루,니트웨어,긴팔,니트,무지,라운드넥,노멀,발목,화이트,팬츠,우븐,노멀
783903,클래식,스트리트,핑크,티셔츠,긴팔,우븐,무지,스퀘어넥,루즈,발목,화이트,팬츠,우븐,노멀
786214,클래식,모던,스카이블루,블라우스,긴팔,우븐,스트라이프,라운드넥,루즈,발목,화이트,팬츠,,노멀
791414,클래식,,베이지,니트웨어,긴팔,니트,무지,터틀넥,노멀,미니,블랙,스커트,트위드,노멀
79275,클래식,,브라운,블라우스,긴팔,우븐,무지,브이넥,노멀,발목,블랙,팬츠,우븐,벨보텀
793309,클래식,모던,화이트,티셔츠,반팔,저지,무지,브이넥,노멀,발목,베이지,팬츠,우븐,노멀
796452,클래식,페미닌,블랙,니트웨어,긴팔,니트,,브이넥,타이트,미디,,스커트,우븐,노멀
797667,클래식,리조트,화이트,셔츠,긴팔,저지,,라운드넥,루즈,미디,,스커트,저지,루즈
798261,클래식,,옐로우,니트웨어,긴팔,니트,,라운드넥,루즈,발목,블랙,팬츠,"울/캐시미어, 우븐",스키니
801870,클래식,스트리트,베이지,니트웨어,긴팔,니트,무지,,루즈,미니,베이지,스커트,우븐,노멀
802062,클래식,,블랙,니트웨어,긴팔,니트,무지,터틀넥,노멀,미디,블랙,스커트,우븐,노멀
809821,클래식,소피스트케이티드,브라운,블라우스,반팔,린넨,무지,,노멀,발목,화이트,팬츠,우븐,노멀
816479,클래식,,화이트,블라우스,긴팔,우븐,무지,브이넥,루즈,미니,베이지,스커트,우븐,노멀
816749,클래식,,실버,티셔츠,반팔,우븐,무지,라운드넥,루즈,,화이트,,,
817617,클래식,로맨틱,네이비,탑,반팔,저지,무지,라운드넥,타이트,니렝스,그레이,스커트,우븐,노멀
817797,클래식,,브라운,티셔츠,긴팔,저지,무지,,노멀,발목,화이트,팬츠,우븐,벨보텀
826835,클래식,스트리트,그레이,셔츠,긴팔,우븐,"무지, 스트라이프",,노멀,발목,블랙,팬츠,우븐,스키니
837624,클래식,페미닌,화이트,니트웨어,긴팔,"니트, 울/캐시미어",무지,라운드넥,노멀,니렝스,화이트,스커트,니트,노멀
854933,클래식,페미닌,베이지,니트웨어,긴팔,니트,무지,,노멀,미니,블랙,스커트,우븐,노멀
859584,클래식,로맨틱,화이트,블라우스,긴팔,시폰,무지,,루즈,,스카이블루,,,
861572,클래식,,브라운,셔츠,긴팔,린넨,무지,,노멀,발목,화이트,팬츠,데님,스키니
863502,클래식,스트리트,스카이블루,셔츠,7부소매,우븐,"레터링, 스트라이프",,루즈,발목,화이트,청바지,데님,스키니
863549,클래식,스트리트,스카이블루,셔츠,7부소매,우븐,"레터링, 스트라이프",,루즈,,화이트,,,
864927,클래식,,화이트,티셔츠,반팔,우븐,무지,라운드넥,노멀,발목,베이지,팬츠,우븐,와이드
873219,클래식,프레피,골드,니트웨어,반팔,니트,,라운드넥,노멀,미디,화이트,스커트,우븐,노멀
876251,클래식,,베이지,블라우스,긴팔,우븐,체크,,노멀,미니,베이지,스커트,우븐,노멀
879883,클래식,스트리트,블랙,탑,긴팔,스판덱스,무지,터틀넥,타이트,,스카이블루,,,
881684,클래식,,와인,블라우스,긴팔,우븐,무지,,루즈,발목,화이트,팬츠,우븐,노멀
882347,클래식,페미닌,베이지,니트웨어,긴팔,니트,무지,터틀넥,타이트,미니,블랙,스커트,트위드,노멀
888543,클래식,,베이지,니트웨어,긴팔,니트,,터틀넥,타이트,미니,화이트,스커트,트위드,노멀
890659,클래식,스트리트,베이지,블라우스,긴팔,시폰,무지,브이넥,노멀,발목,화이트,팬츠,,벨보텀
893839,클래식,,블랙,탑,긴팔,저지,무지,브이넥,루즈,발목,실버,팬츠,우븐,루즈
897286,클래식,스트리트,베이지,탑,긴팔,우븐,무지,라운드넥,노멀,발목,블루,청바지,데님,노멀
901005,클래식,매니시,그린,니트웨어,긴팔,울/캐시미어,무지,브이넥,루즈,발목,그레이,팬츠,우븐,노멀
906143,클래식,,베이지,블라우스,캡,우븐,,,노멀,미디,화이트,팬츠,우븐,노멀
907798,클래식,,블랙,티셔츠,긴팔,"우븐, 린넨",,라운드넥,루즈,발목,화이트,팬츠,"우븐, 저지",노멀
916688,클래식,스트리트,화이트,티셔츠,반팔,저지,무지,라운드넥,루즈,미니,베이지,팬츠,,노멀
916999,클래식,톰보이,화이트,셔츠,7부소매,우븐,스트라이프,,루즈,니렝스,블랙,팬츠,우븐,와이드
917739,클래식,,와인,블라우스,반팔,우븐,무지,,루즈,발목,화이트,팬츠,우븐,노멀
918348,클래식,스트리트,화이트,블라우스,민소매,린넨,무지,라운드넥,노멀,발목,스카이블루,청바지,데님,벨보텀
923065,클래식,,블랙,탑,긴팔,저지,무지,,타이트,발목,그레이,팬츠,우븐,노멀
923413,클래식,페미닌,블랙,티셔츠,긴팔,,무지,라운드넥,타이트,미니,그레이,스커트,우븐,
923469,클래식,페미닌,베이지,티셔츠,긴팔,저지,무지,,타이트,발목,블랙,팬츠,저지,와이드
925496,클래식,컨트리,브라운,니트웨어,긴팔,니트,무지,,타이트,미디,그레이,스커트,우븐,루즈
925870,클래식,,와인,티셔츠,긴팔,우븐,무지,,노멀,미디,베이지,스커트,울/캐시미어,노멀
926949,클래식,톰보이,,니트웨어,,니트,무지,라운드넥,루즈,미디,실버,팬츠,,노멀
932382,클래식,페미닌,블랙,티셔츠,긴팔,저지,,터틀넥,루즈,미디,브라운,스커트,우븐,노멀
934456,클래식,,스카이블루,니트웨어,반팔,니트,,보트넥,노멀,미니,화이트,팬츠,우븐,와이드
937427,클래식,레트로,블랙,탑,민소매,우븐,무지,라운드넥,노멀,발목,,청바지,데님,벨보텀
937697,클래식,프레피,그린,니트웨어,긴팔,니트,,브이넥,오버사이즈,발목,네이비,청바지,데님,노멀
939895,클래식,모던,브라운,블라우스,7부소매,우븐,무지,,루즈,발목,블랙,팬츠,우븐,노멀
940181,클래식,,베이지,니트웨어,긴팔,니트,무지,브이넥,루즈,발목,블랙,팬츠,울/캐시미어,노멀
941295,클래식,모던,화이트,셔츠,긴팔,우븐,,,노멀,발목,블랙,팬츠,우븐,노멀
942185,클래식,,실버,셔츠,긴팔,우븐,체크,라운드넥,노멀,미니,실버,스커트,우븐,노멀
942848,클래식,스트리트,그레이,니트웨어,긴팔,니트,무지,라운드넥,노멀,발목,블랙,팬츠,우븐,노멀
946152,클래식,,와인,셔츠,긴팔,우븐,무지,,루즈,,블랙,,,
946674,클래식,스트리트,베이지,티셔츠,긴팔,저지,무지,,루즈,,블랙,팬츠,우븐,
949153,클래식,스트리트,블랙,니트웨어,긴팔,니트,무지,터틀넥,타이트,미니,베이지,스커트,울/캐시미어,스키니
950263,클래식,페미닌,핑크,니트웨어,긴팔,니트,,터틀넥,루즈,니렝스,블랙,스커트,우븐,노멀
950867,클래식,레트로,베이지,니트웨어,긴팔,니트,무지,,타이트,미니,블랙,스커트,우븐,노멀
953468,클래식,페미닌,베이지,블라우스,긴팔,우븐,무지,,노멀,미니,블랙,스커트,울/캐시미어,노멀
953764,클래식,컨트리,핑크,니트웨어,긴팔,니트,무지,터틀넥,루즈,발목,블랙,팬츠,우븐,와이드
953903,클래식,페미닌,화이트,니트웨어,긴팔,니트,무지,터틀넥,노멀,미니,베이지,스커트,울/캐시미어,노멀
955029,클래식,모던,브라운,,긴팔,,,,,발목,,팬츠,우븐,와이드
955079,클래식,로맨틱,브라운,블라우스,긴팔,시폰,무지,브이넥,노멀,,베이지,,,
957935,클래식,,베이지,니트웨어,긴팔,니트,무지,터틀넥,노멀,니렝스,그레이,스커트,울/캐시미어,노멀
966428,클래식,톰보이,베이지,니트웨어,긴팔,니트,,라운드넥,노멀,발목,블랙,팬츠,우븐,노멀
966464,클래식,톰보이,베이지,니트웨어,긴팔,니트,,라운드넥,노멀,발목,블랙,팬츠,우븐,노멀
966757,클래식,,화이트,니트웨어,긴팔,니트,,터틀넥,루즈,미니,블랙,스커트,우븐,노멀
969764,클래식,,그린,셔츠,7부소매,린넨,무지,브이넥,루즈,미디,,팬츠,우븐,스키니
974,클래식,스트리트,핑크,니트웨어,긴팔,니트,체크,라운드넥,노멀,,,팬츠,,
975,클래식,스트리트,핑크,니트웨어,긴팔,니트,체크,라운드넥,노멀,,,팬츠,,
982010,클래식,,화이트,셔츠,긴팔,우븐,,,노멀,발목,스카이블루,청바지,데님,스키니
985503,클래식,,화이트,블라우스,7부소매,시폰,스트라이프,라운드넥,루즈,발목,블랙,팬츠,우븐,노멀
985512,클래식,,화이트,블라우스,7부소매,시폰,스트라이프,라운드넥,루즈,발목,블랙,팬츠,우븐,노멀
985672,클래식,,레드,블라우스,반팔,시폰,무지,라운드넥,루즈,미디,블랙,팬츠,우븐,벨보텀
985692,클래식,소피스트케이티드,카키,블라우스,7부소매,시폰,플로럴,라운드넥,루즈,발목,화이트,팬츠,우븐,노멀
985700,클래식,소피스트케이티드,카키,블라우스,7부소매,시폰,플로럴,,루즈,발목,화이트,팬츠,우븐,노멀
985710,클래식,소피스트케이티드,카키,블라우스,7부소매,시폰,플로럴,라운드넥,루즈,발목,화이트,팬츠,우븐,노멀
992384,클래식,리조트,화이트,티셔츠,반팔,우븐,무지,라운드넥,노멀,발목,베이지,팬츠,우븐,노멀
994017,클래식,페미닌,실버,블라우스,긴팔,우븐,체크,,루즈,발목,블랙,팬츠,저지,스키니
1044507,섹시,스트리트,블랙,브라탑,민소매,저지,무지,스위트하트,타이트,미니,블루,청바지,데님,스키니
1047614,섹시,소피스트케이티드,그레이,탑,긴팔,무스탕,무지,노카라,타이트,발목,화이트,팬츠,우븐,스키니
1048926,섹시,,브라운,탑,민소매,니트,무지,스퀘어넥,타이트,미니,,팬츠,우븐,스키니
1064952,섹시,스트리트,화이트,탑,긴팔,우븐,,브이넥,오버사이즈,맥시,블랙,팬츠,우븐,와이드
1065248,섹시,리조트,와인,브라탑,없음,"니트, 울/캐시미어",스트라이프,스퀘어넥,타이트,,베이지,팬츠,우븐,와이드
1065288,섹시,스트리트,블랙,티셔츠,긴팔,"저지, 우븐",무지,라운드넥,오버사이즈,미니,블루,스커트,데님,노멀
1069321,섹시,스트리트,화이트,탑,긴팔,메시,무지,원숄더,루즈,미니,베이지,팬츠,린넨,노멀
1069531,섹시,스트리트,블랙,탑,민소매,시폰,무지,유넥,노멀,미니,스카이블루,청바지,데님,노멀
1070041,섹시,리조트,블랙,탑,긴팔,메시,스트라이프,라운드넥,루즈,,화이트,,,
1070301,섹시,리조트,블랙,탑,민소매,시폰,무지,유넥,노멀,맥시,베이지,팬츠,우븐,와이드
1088114,섹시,리조트,블랙,셔츠,긴팔,우븐,체크,,루즈,미니,블랙,팬츠,우븐,루즈
1088134,섹시,스트리트,블랙,티셔츠,민소매,저지,무지,라운드넥,타이트,맥시,스카이블루,청바지,데님,벨보텀
1088294,섹시,스트리트,화이트,탑,반팔,레이스,그래픽,라운드넥,노멀,미니,블루,청바지,데님,노멀
1088334,섹시,스트리트,,니트웨어,,니트,무지,,타이트,발목,블루,청바지,데님,노멀
1091506,섹시,스트리트,옐로우,티셔츠,반팔,니트,무지,보트넥,루즈,,스카이블루,,,
1098764,섹시,,블랙,블라우스,긴팔,시폰,무지,브이넥,노멀,,스카이블루,,,
112019,섹시,스트리트,스카이블루,탑,민소매,니트,무지,유넥,타이트,니렝스,스카이블루,스커트,니트,스키니
1121999,섹시,소피스트케이티드,베이지,블라우스,긴팔,시폰,호피,,노멀,발목,블랙,팬츠,우븐,노멀
1124361,섹시,스트리트,화이트,탑,반팔,시폰,무지,라운드넥,루즈,,스카이블루,청바지,데님,
112513,섹시,,블랙,니트웨어,긴팔,니트,무지,브이넥,타이트,미니,베이지,스커트,우븐,스키니
1133152,섹시,스트리트,퍼플,블라우스,반팔,레이스,무지,라운드넥,루즈,미니,블랙,팬츠,우븐,와이드
1134374,섹시,,블랙,탑,긴팔,니트,,터틀넥,타이트,미니,블랙,팬츠,가죽,노멀
114533,섹시,리조트,화이트,블라우스,긴팔,우븐,플로럴,오프숄더,루즈,발목,화이트,팬츠,우븐,스키니
1153101,섹시,,블랙,블라우스,긴팔,레이스,플로럴,터틀넥,노멀,,레드,스커트,우븐,노멀
1153972,섹시,,화이트,블라우스,긴팔,레이스,무지,,노멀,미니,블랙,스커트,스웨이드,노멀
1154692,섹시,로맨틱,블랙,블라우스,긴팔,레이스,지그재그,라운드넥,노멀,미니,베이지,스커트,우븐,스키니
1155183,섹시,,핑크,블라우스,7부소매,우븐,무지,,루즈,미니,스카이블루,팬츠,데님,스키니
1155243,섹시,페미닌,블랙,블라우스,긴팔,메시,도트,라운드넥,노멀,발목,블루,팬츠,데님,스키니
1155393,섹시,페미닌,레드,셔츠,7부소매,우븐,체크,오프숄더,루즈,미니,베이지,스커트,우븐,노멀
1155673,섹시,,블랙,블라우스,긴팔,실크,무지,,루즈,미디,브라운,스커트,우븐,루즈
1159895,섹시,스트리트,그레이,니트웨어,긴팔,니트,,원숄더,루즈,미니,블랙,스커트,우븐,스키니
1159945,섹시,페미닌,네이비,탑,긴팔,우븐,,오프숄더,노멀,미니,화이트,스커트,가죽,노멀
1161345,섹시,페미닌,블랙,블라우스,긴팔,시폰,,라운드넥,노멀,미니,베이지,스커트,우븐,스키니
1161435,섹시,,옐로우,티셔츠,긴팔,우븐,,라운드넥,노멀,미니,화이트,스커트,가죽,노멀
1161555,섹시,로맨틱,화이트,블라우스,긴팔,"레이스, 시폰",,,타이트,미니,실버,스커트,우븐,스키니
1161635,섹시,,블랙,티셔츠,반팔,우븐,,라운드넥,타이트,미니,골드,스커트,시퀸/글리터,노멀
1161695,섹시,페미닌,골드,셔츠,반팔,우븐,,,노멀,미니,블랙,스커트,우븐,스키니
1161975,섹시,,화이트,티셔츠,반팔,레이스,무지,라운드넥,노멀,니렝스,블랙,스커트,우븐,노멀
1165300,섹시,,화이트,티셔츠,긴팔,저지,호피,유넥,타이트,미니,블랙,스커트,가죽,스키니
1165340,섹시,,베이지,티셔츠,긴팔,저지,무지,브이넥,타이트,,블랙,팬츠,우븐,루즈
1165540,섹시,,핑크,티셔츠,긴팔,벨벳,무지,터틀넥,타이트,미니,스카이블루,스커트,가죽,노멀
1166508,섹시,모던,블랙,블라우스,긴팔,시폰,호피,라운드넥,루즈,,블루,,,
1168233,섹시,스트리트,화이트,블라우스,반팔,"우븐, 레이스",무지,브이넥,노멀,발목,스카이블루,청바지,데님,노멀
1168673,섹시,,레드,탑,반팔,우븐,무지,오프숄더,노멀,미니,화이트,팬츠,우븐,노멀
1169373,섹시,페미닌,블랙,블라우스,긴팔,벨벳,,스위트하트,타이트,,블루,청바지,데님,스키니
1169423,섹시,모던,블랙,블라우스,긴팔,우븐,무지,,노멀,발목,블루,청바지,데님,벨보텀
1169573,섹시,페미닌,화이트,탑,긴팔,우븐,스트라이프,오프숄더,노멀,발목,블랙,팬츠,우븐,벨보텀
1170082,섹시,로맨틱,핑크,탑,7부소매,린넨,무지,홀터넥,노멀,미니,핑크,팬츠,린넨,노멀
1171492,섹시,,블랙,블라우스,긴팔,레이스,무지,브이넥,노멀,,화이트,,,
1184951,섹시,소피스트케이티드,화이트,,긴팔,,,,,발목,핑크,팬츠,우븐,노멀
1185904,섹시,소피스트케이티드,블랙,니트웨어,민소매,니트,무지,홀터넥,타이트,니렝스,베이지,스커트,"메시, 우븐",노멀
1186074,섹시,리조트,핑크,탑,민소매,실크,,,노멀,미니,핑크,팬츠,실크,와이드
118702,섹시,페미닌,베이지,탑,긴팔,레이스,,노카라,노멀,미니,블랙,스커트,우븐,노멀
1190704,섹시,스트리트,화이트,티셔츠,민소매,니트,무지,브이넥,노멀,미니,스카이블루,청바지,데님,노멀
1190724,섹시,,베이지,티셔츠,민소매,니트,무지,스퀘어넥,타이트,발목,,청바지,데님,스키니
119327,섹시,힙합,블랙,탑,민소매,저지,무지,유넥,타이트,발목,블루,청바지,데님,노멀
1197934,섹시,스트리트,화이트,탑,긴팔,니트,무지,라운드넥,타이트,,네이비,,,
1198214,섹시,스트리트,화이트,티셔츠,긴팔,우븐,무지,터틀넥,타이트,미니,블랙,스커트,우븐,스키니
1198404,섹시,스트리트,핑크,티셔츠,7부소매,우븐,무지,브이넥,타이트,발목,스카이블루,청바지,데님,스키니
119864,섹시,스트리트,핑크,니트웨어,긴팔,니트,무지,오프숄더,타이트,발목,,청바지,데님,스키니
120045,섹시,모던,블랙,블라우스,긴팔,레이스,플로럴,,루즈,발목,블랙,팬츠,우븐,스키니
1213694,섹시,모던,베이지,티셔츠,긴팔,저지,무지,터틀넥,타이트,미디,화이트,스커트,우븐,와이드
1216112,섹시,로맨틱,화이트,티셔츠,반팔,레이스,무지,브이넥,노멀,미니,블랙,스커트,우븐,노멀
1252215,섹시,,베이지,니트웨어,긴팔,니트,,라운드넥,오버사이즈,미니,블랙,팬츠,가죽,노멀
1282262,섹시,스트리트,블랙,티셔츠,반팔,레이스,플로럴,라운드넥,타이트,,베이지,,,
1347559,섹시,페미닌,화이트,셔츠,긴팔,저지,,터틀넥,타이트,미니,블랙,스커트,시폰,노멀
13529,섹시,밀리터리,,셔츠,,우븐,스트라이프,원숄더,노멀,발목,,조거팬츠,우븐,노멀
161152,섹시,키치,레드,티셔츠,긴팔,저지,레터링,라운드넥,루즈,미디,블랙,스커트,니트,스키니
163155,섹시,스트리트,화이트,티셔츠,긴팔,니트,무지,,루즈,니렝스,레드,스커트,니트,스키니
168177,섹시,스트리트,베이지,셔츠,7부소매,코듀로이,호피,,노멀,발목,네이비,팬츠,데님,스키니
204969,섹시,,화이트,탑,민소매,우븐,무지,라운드넥,노멀,미니,화이트,스커트,우븐,스키니
235312,섹시,,베이지,탑,민소매,니트,무지,유넥,타이트,미니,,스커트,레이스,스키니
245890,섹시,,화이트,셔츠,긴팔,우븐,무지,,루즈,,블랙,팬츠,우븐,루즈
267412,섹시,페미닌,화이트,니트웨어,긴팔,니트,무지,터틀넥,노멀,미디,블랙,스커트,우븐,와이드
27124,섹시,스트리트,화이트,티셔츠,반팔,저지,무지,원숄더,노멀,,블랙,,,
273524,섹시,,블랙,티셔츠,7부소매,저지,무지,라운드넥,노멀,미디,브라운,스커트,"시퀸/글리터, 시폰",스키니
301902,섹시,,화이트,니트웨어,민소매,니트,,브이넥,타이트,미디,핑크,스커트,,노멀
305998,섹시,,블랙,탑,민소매,"시폰, 레이스",페이즐리,브이넥,루즈,,블랙,,,
309368,섹시,스트리트,라벤더,니트웨어,반팔,니트,무지,,타이트,미니,화이트,스커트,우븐,스키니
315989,섹시,스트리트,블랙,탑,민소매,저지,무지,,타이트,,블랙,,,
317610,섹시,,,브라탑,,"레이스, 실크",무지,브이넥,루즈,발목,,스커트,실크,노멀
348568,섹시,스트리트,블랙,브라탑,민소매,저지,무지,라운드넥,타이트,미니,스카이블루,청바지,우븐,노멀
377030,섹시,,브라운,티셔츠,반팔,퍼,무지,라운드넥,루즈,발목,,팬츠,우븐,노멀
39110,섹시,,블랙,셔츠,긴팔,시폰,,브이넥,,미디,그린,스커트,스웨이드,노멀
394329,섹시,페미닌,화이트,티셔츠,반팔,시폰,무지,스퀘어넥,노멀,미니,그레이,청바지,데님,노멀
406729,섹시,모던,화이트,셔츠,긴팔,우븐,호피,,오버사이즈,미니,블랙,스커트,데님,노멀
41314,섹시,,블루,블라우스,캡,우븐,도트,라운드넥,루즈,미니,스카이블루,청바지,데님,스키니
42275,섹시,스트리트,화이트,블라우스,7부소매,레이스,무지,,루즈,미디,네이비,청바지,데님,스키니
423863,섹시,스트리트,블랙,탑,민소매,"저지, 레이스",무지,유넥,노멀,,,청바지,데님,루즈
42490,섹시,스트리트,스카이블루,탑,민소매,니트,무지,브이넥,노멀,미니,스카이블루,청바지,데님,노멀
441953,섹시,로맨틱,블랙,블라우스,반팔,,무지,브이넥,타이트,미니,화이트,스커트,,노멀
443286,섹시,스트리트,화이트,탑,반팔,저지,무지,라운드넥,타이트,,스카이블루,,,
463029,섹시,모던,카키,탑,민소매,저지,,유넥,노멀,미니,베이지,팬츠,린넨,와이드
